kd_kepsek_an;kd_sekolah;pendidikan_sederajat;jenis_sek;sts_sek;kurikulum;daerah_khusus;kd_kokab;wilayah_bagian;jenis_wilayah;status_wilayah;proporsi_pendidik_min_s1;proporsi_pendidik_sertifikasi;jumlah_peserta_didik;jumlah_pendidik;rasio_pendidik_peserta_didik;jumlah_r_kelas;ketersediaan_internet;ketersediaan_listrik;jumlah_komp_milik;jumlah_perpus;jumlah_rombel;jumlah_siswa_rombel;jumlah_siswa_penerima_PIP;rasio_siswa_penerima_PIP;SES_sekolah;APC;APK;BBS;BCP;COP;CSV;ENP;EQC;EQR;HWS;KKG;KPC;KPK;KSA;KSV;LCS;LFO;MIP;NAT;OPC;PBU;PCP;PGP;PIP;PKG;PMU;POT;PPK;PSA;PSV;PPC;RC;RKG;RPI;RSD;SBU;SCO;SKG;SMK_GRMAG;SMK_GTIN;SMK_INDS;SMK_KLAB;SMK_KOMITE;SMK_KPL;SMK_PBEL;SMK_PIM;SMK_PKL;SMK_PKUR;SMK-SARPRAS;SMK_TEFA;SSV;TOC;TOR
K5100045;5100045;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;410;Indonesia Barat;KOTA;URBAN;100,00;35,00;292;20;14,60;16;Ada;Ada;4;1;11;112;40;13,70;68,33;65,86;65,39;51,61;86,13;66,10;54,08;61,82;53,37;71,40;55,20;92,59;55,99;67,21;55,54;40,67;89,22;62,52;88,15;100,00;58,00;81,60;62,86;80,44;97,99;62,09;85,43;72,63;65,78;98,86;79,91;65,78;68,66;61,16;62,23;62,69;97,15;83,37;88,68;;;;;;;;;;;;;83,27;40,18;50,27
K5100050;5100050;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;410;Indonesia Barat;KOTA;URBAN;100,00;50,00;223;22;10,14;14;Ada;Ada;5;1;8;78;9;4,04;71,37;43,84;70,64;62,23;42,11;67,21;40,91;61,37;71,73;61,70;59,93;61,76;45,46;75,32;70,04;85,53;65,16;65,70;100,00;72,17;76,04;85,70;70,16;75,96;91,03;71,38;79,15;79,98;76,06;93,27;59,70;76,06;57,17;73,94;76,72;58,17;54,76;64,07;69,62;;;;;;;;;;;;;67,47;63,14;72,26
K5100059;5100059;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;410;Indonesia Barat;KOTA;URBAN;100,00;14,29;278;14;19,86;9;Ada;Ada;6;1;9;98;4;1,44;73,85;67,41;85,20;84,76;86,13;97,00;91,92;66,99;68,65;92,20;100,00;90,21;55,63;58,44;99,04;85,53;94,45;63,64;97,54;100,00;66,87;94,19;89,28;99,02;77,12;89,98;92,75;93,41;68,60;96,29;81,91;68,60;100,00;100,00;56,58;61,28;92,16;100,00;88,34;;;;;;;;;;;;;72,85;58,74;76,48
K5100053;5100053;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;417;Indonesia Barat;KABUPATEN;RURAL;100,00;20,00;174;15;11,60;9;Ada;Ada;4;1;6;69;21;12,07;68,35;58,97;87,23;62,23;55,40;86,64;36,00;56,91;89,90;29,03;59,93;85,18;82,67;57,14;56,61;52,19;77,19;62,99;100,00;70,76;58,21;57,10;32,79;95,19;91,03;68,18;47,75;58,77;85,92;48,14;41,68;85,92;71,50;73,94;52,04;89,47;61,00;83,57;69,62;;;;;;;;;;;;;54,21;46,28;55,30
K6100030;6100030;SMA/SMK/MA;MA;S;;Tidak;417;Indonesia Barat;KABUPATEN;RURAL;;;;;;;;;;;;;;;65,32;43,94;58,83;65,56;46,35;58,82;44,69;53,35;49,23;47,31;42,81;40,81;43,38;52,49;46,06;53,52;43,59;46,64;58,17;78,26;44,85;54,72;58,12;57,78;48,87;36,88;49,76;39,78;44,24;66,96;46,75;44,24;57,88;51,30;37,62;57,17;55,03;58,01;59,57;;;;;;;;;;;;;61,35;33,18;60,14
K6100040;6100040;SMA/SMK/MA;MA;S;;Tidak;417;Indonesia Barat;KABUPATEN;URBAN;;;;;;;;;;;;;;;68,65;42,68;35,56;45,06;41,94;45,21;44,69;68,78;54,33;29,72;66,25;92,59;49,09;58,98;46,06;53,52;62,81;52,80;72,14;58,04;55,05;33,46;49,49;80,44;48,87;46,80;49,76;55,86;;47,08;52,75;;57,88;61,16;55,17;;67,50;63,86;88,68;;;;;;;;;;;;;57,39;58,74;69,30
K6100031;6100031;SMA/SMK/MA;MA;S;;Tidak;356;Indonesia Barat;KABUPATEN;RURAL;;;;;;;;;;;;;;;71,67;43,84;35,08;65,56;38,29;44,95;40,74;47,90;41,25;48,35;38,57;30,28;49,64;38,20;39,77;52,80;54,30;51,31;51,06;56,96;48,52;60,06;49,65;54,69;48,37;32,64;57,41;42,77;51,70;65,22;52,38;51,70;48,00;43,57;40,60;37,61;51,91;43,63;50,04;;;;;;;;;;;;;39,48;26,91;54,04
K5100044;5100044;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;508;Indonesia Barat;KABUPATEN;URBAN;100,00;0,00;385;10;38,50;16;Ada;Ada;4;1;14;139;7;1,82;83,03;56,94;57,64;51,61;52,57;74,14;40,74;66,99;62,79;71,40;54,03;56,91;39,56;52,60;39,77;85,53;76,88;58,60;86,62;100,00;86,44;94,19;89,28;66,99;87,01;36,88;92,75;81,95;64,13;85,71;81,91;64,13;59,13;55,94;69,83;55,57;58,33;64,07;50,04;;;;;;;;;;;;;79,21;47,09;51,89
K6100038;6100038;SMA/SMK/MA;MA;S;;Tidak;508;Indonesia Barat;KABUPATEN;RURAL;;;;;;;;;;;;;;;65,05;47,91;41,53;47,96;28,49;47,43;50,13;61,37;46,15;48,09;41,31;49,22;45,46;46,54;56,61;67,07;50,08;48,22;57,16;72,17;52,50;57,10;47,86;44,66;43,42;41,63;57,41;38,15;52,69;68,85;59,70;52,69;54,32;41,29;47,73;58,17;54,76;58,21;69,62;;;;;;;;;;;;;74,61;22,96;59,61
K5100049;5100049;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;440;Indonesia Barat;KABUPATEN;URBAN;100,00;28,57;142;7;20,29;10;Ada;Ada;6;1;6;42;21;14,79;73,21;44,33;38,66;73,71;52,57;51,80;49,17;56,02;53,37;46,27;42,81;45,75;43,56;55,30;46,06;64,42;50,00;36,64;58,17;78,37;61,37;59,96;58,12;68,62;72,17;41,43;69,73;39,78;;51,39;52,13;;49,51;51,30;75,55;;55,03;63,86;59,57;;;;;;;;;;;;;61,35;33,18;50,27
K5100046;5100046;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;440;Indonesia Barat;KABUPATEN;URBAN;100,00;11,76;209;17;12,29;18;Ada;Ada;6;1;7;71;22;10,53;76,07;43,84;51,67;62,23;55,40;63,87;50,13;59,05;49,71;36,74;49,38;61,76;34,30;56,71;56,61;59,63;45,31;50,56;53,94;72,17;49,95;64,54;60,84;50,61;43,42;36,98;72,87;55,09;57,66;74,37;53,88;57,66;51,74;50,24;52,04;58,17;49,51;58,21;57,28;;;;;;;;;;;;;62,33;46,28;62,48
K5100054;5100054;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;440;Indonesia Barat;KABUPATEN;URBAN;100,00;31,25;326;16;20,38;12;Ada;Ada;3;1;10;127;92;28,22;68,99;52,28;63,37;45,06;61,46;63,36;40,74;47,90;68,65;71,40;82,71;64,32;62,43;58,44;46,48;85,53;68,36;61,03;70,79;90,22;77,57;63,68;78,87;87,53;100,00;53,41;81,56;69,29;59,82;85,71;63,77;59,82;59,13;66,78;56,58;61,28;71,33;53,18;59,91;;;;;;;;;;;;;66,83;58,74;50,00
K5100048;5100048;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;440;Indonesia Barat;KABUPATEN;URBAN;100,00;12,50;731;8;91,38;19;Ada;Ada;3;1;19;238;35;4,79;65,70;43,84;41,53;52,36;42,11;57,28;54,61;56,91;53,94;48,09;49,38;61,76;39,93;39,07;45,63;59,63;77,19;52,99;77,48;72,17;55,25;57,10;70,16;63,81;54,48;61,88;100,00;66,04;68,77;68,85;49,00;68,77;63,49;50,24;49,69;43,93;54,76;43,63;69,62;;;;;;;;;;;;;52,20;46,28;59,61
K6100039;6100039;SMA/SMK/MA;MA;S;;Tidak;440;Indonesia Barat;KABUPATEN;URBAN;;;;;;;;;;;;;;;69,83;43,84;51,67;54,72;36,88;47,43;40,91;52,63;37,60;55,81;49,38;71,73;51,81;46,54;35,61;32,72;40,94;50,56;57,16;52,61;48,42;50,43;43,82;39,85;43,42;36,98;43,24;41,06;36,87;54,57;38,99;36,87;49,24;50,24;42,08;48,24;41,41;43,63;50,47;;;;;;;;;;;;;52,20;25,11;57,09
K6100035;6100035;SMA/SMK/MA;MA;S;;Tidak;440;Indonesia Barat;KABUPATEN;RURAL;;;;;;;;;;;;;;;69,98;47,91;87,23;82,94;64,37;63,87;24,41;50,58;71,73;68,37;49,38;61,76;51,81;46,54;56,61;38,33;72,50;62,99;73,67;72,17;65,44;60,53;77,16;69,85;91,03;53,93;100,00;60,05;57,66;85,56;53,88;57,66;49,51;55,70;52,04;63,69;45,15;64,07;40,51;;;;;;;;;;;;;74,61;35,16;52,51
K5100047;5100047;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;440;Indonesia Barat;KABUPATEN;URBAN;100,00;40,00;242;5;48,40;12;Ada;Ada;3;1;8;70;139;57,44;73,85;40,45;58,83;45,06;72,92;58,82;44,69;43,35;75,96;92,20;66,25;75,85;37,75;67,21;96,70;64,42;36,56;36,64;68,42;100,00;49,75;67,97;42,89;100,00;63,79;46,80;64,41;55,86;45,15;73,01;52,13;45,15;52,18;55,94;49,53;47,24;84,33;38,50;88,68;;;;;;;;;;;;;70,06;58,74;69,30
K5100052;5100052;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;440;Indonesia Barat;KABUPATEN;RURAL;100,00;12,50;163;16;10,19;4;Ada;Ada;3;1;6;39;50;30,67;72,13;40,45;47,73;58,37;41,94;62,41;44,69;56,02;49,23;48,35;78,64;45,75;49,09;27,60;39,23;53,52;50,00;49,72;58,17;78,37;52,29;67,97;53,61;53,06;48,87;32,64;64,41;59,37;45,15;66,96;52,13;45,15;49,51;43,57;49,53;47,24;42,39;52,87;59,57;;;;;;;;;;;;;47,90;33,18;50,27
K5100055;5100055;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;440;Indonesia Barat;KABUPATEN;URBAN;92,86;0,00;346;14;24,71;11;Ada;Ada;3;1;11;132;33;9,54;72,72;43,84;51,91;65,56;52,57;66,78;44,69;63,07;68,65;71,40;82,71;45,84;49,64;47,19;39,77;59,94;68,36;48,88;97,54;90,22;59,43;60,06;89,28;72,94;69,57;53,41;73,67;62,10;59,82;85,71;69,15;59,82;67,85;55,94;56,58;50,25;71,33;71,77;73,87;;;;;;;;;;;;;62,04;58,74;48,20
K5100051;5100051;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;440;Indonesia Barat;KABUPATEN;URBAN;100,00;6,25;138;16;8,63;3;Ada;Ada;3;1;4;71;14;10,14;72,18;61,88;69,21;58,37;86,13;74,14;58,56;59,68;86,06;71,40;69,08;90,21;62,43;58,44;83,16;75,13;76,88;41,31;74,68;100,00;59,43;94,19;66,98;87,53;100,00;74,17;92,75;65,36;73,74;85,71;81,91;73,74;80,68;88,11;89,11;61,28;71,33;64,07;88,34;;;;;;;;;;;;;66,83;58,74;59,87
K5100058;5100058;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;440;Indonesia Barat;KABUPATEN;URBAN;100,00;0,00;151;11;13,73;6;Ada;Ada;7;1;6;51;24;15,89;72,04;67,41;75,78;73,71;52,57;70,29;48,90;66,99;100,00;48,35;100,00;90,21;49,64;58,44;69,83;100,00;58,13;84,77;70,79;100,00;77,57;63,68;78,87;60,88;100,00;53,41;92,75;81,95;59,82;58,80;63,77;59,82;61,80;72,72;69,83;61,28;46,30;71,77;59,91;;;;;;;;;;;;;62,04;58,74;76,48
K5100060;5100060;SMA/SMK/MA;SMA;S;Kurikulum 2013;Tidak;440;Indonesia Barat;KABUPATEN;RURAL;100,00;0,00;110;9;12,22;3;Ada;Ada;1;1;4;34;19;17,27;66,28;43,84;51,91;45,06;41,94;48,63;44,69;56,56;68,65;48,35;38,57;45,84;49,64;47,19;46,48;52,80;54,30;56,17;70,79;100,00;71,66;67,97;71,95;60,88;48,37;41,43;92,75;93,41;55,68;58,80;52,38;55,68;52,18;43,57;81,27;45,54;51,91;53,18;43,83;;;;;;;;;;;;;72,85;36,05;51,89
K5100425;5100425;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;294;Indonesia Barat;KOTA;URBAN;100,00;34,15;2277;82;27,77;84;Ada;Ada;17;2;52;773;637;27,98;79,42;47,91;87,23;62,23;80,65;63,87;54,61;61,37;96,06;100,00;78,39;100,00;51,81;68,18;70,04;67,07;94,69;62,99;100,00;72,17;61,57;100,00;87,49;75,96;91,03;53,93;100,00;62,87;57,66;85,56;83,04;57,66;84,68;82,41;68,42;39,92;76,22;100,00;100,00;;;;;;;;;;;;;62,33;100,00;83,12
K5100436;5100436;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;294;Indonesia Barat;KOTA;URBAN;100,00;0,00;177;19;9,32;9;Ada;Ada;12;1;9;59;0;0,00;83,52;43,84;51,67;71,14;80,65;67,21;54,61;59,05;71,73;86,31;99,17;71,73;59,62;66,02;100,00;85,53;72,50;57,85;73,67;70,76;55,25;100,00;87,49;83,94;62,87;53,93;62,40;62,87;67,36;79,74;59,70;67,36;63,49;55,70;68,42;48,24;76,22;64,07;69,62;;;;;;;;;;;;;82,83;63,14;54,76
K5100428;5100428;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;294;Indonesia Barat;KOTA;URBAN;100,00;40,63;1353;64;21,14;29;Ada;Ada;9;1;35;416;611;45,16;77,06;52,28;57,64;51,61;46,35;59,93;58,56;56,56;68,65;80,16;69,08;64,32;49,64;42,42;56,93;75,13;54,30;63,64;56,99;100,00;62,90;94,19;89,28;72,94;100,00;46,80;92,75;74,34;59,82;96,29;99,69;59,82;59,13;61,16;81,27;55,57;51,91;48,36;59,91;;;;;;;;;;;;;62,04;58,74;59,87
K5100434;5100434;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;294;Indonesia Barat;KOTA;URBAN;100,00;23,81;989;42;23,55;19;Ada;Ada;4;1;28;325;313;31,65;76,63;61,88;87,23;47,96;80,65;97,77;30,64;79,13;82,02;100,00;99,17;85,18;59,62;75,32;100,00;44,85;84,14;68,60;82,13;72,17;58,21;85,70;87,49;95,19;91,03;83,99;100,00;88,20;52,69;100,00;83,04;52,69;96,62;93,97;68,42;63,69;76,22;100,00;85,70;;;;;;;;;;;;;74,61;63,14;50,27
K5100423;5100423;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;294;Indonesia Barat;KOTA;URBAN;100,00;43,48;1185;46;25,76;22;Ada;Ada;15;1;34;423;407;34,35;74,09;67,41;100,00;84,76;86,13;97,00;91,92;86,35;100,00;80,16;100,00;90,21;55,63;38,20;99,04;75,13;94,45;96,54;97,54;100,00;100,00;94,19;45,61;99,02;100,00;74,17;92,75;93,41;64,13;96,29;81,91;64,13;100,00;100,00;100,00;50,25;92,16;100,00;88,34;;;;;;;;;;;;;86,59;58,74;59,87
K5100435;5100435;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;294;Indonesia Barat;KOTA;URBAN;92,31;7,69;55;13;4,23;10;Ada;Ada;4;1;3;28;9;16,36;76,11;51,89;58,83;45,06;41,94;48,46;54,08;53,35;57,79;71,40;78,64;50,69;49,09;58,98;96,70;53,52;54,06;56,07;58,17;100,00;65,24;73,40;67,75;74,25;97,99;46,80;85,43;67,58;59,90;73,01;67,65;59,90;57,88;55,94;75,55;51,96;60,91;63,86;59,57;;;;;;;;;;;;;61,35;58,74;69,30
K5100424;5100424;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;495;Indonesia Barat;KABUPATEN;URBAN;98,41;63,49;1141;63;18,11;30;Ada;Ada;7;2;30;389;315;27,61;66,68;52,28;57,64;51,61;52,57;66,78;44,69;66,99;53,37;48,35;61,01;75,39;62,43;64,83;56,93;59,94;72,19;69,44;67,15;100,00;59,43;81,60;54,00;60,88;87,01;62,09;81,56;59,28;64,13;71,57;81,91;64,13;54,32;55,94;50,71;61,28;51,91;58,21;73,87;;;;;;;;;;;;;62,04;40,18;65,80
K5100438;5100438;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;495;Indonesia Barat;KABUPATEN;URBAN;91,67;16,67;63;12;5,25;10;Ada;Ada;8;1;5;31;18;28,57;72,00;52,28;51,67;62,23;36,88;57,28;54,61;56,91;58,75;48,09;41,31;71,73;51,81;51,52;46,48;75,03;68,67;41,87;70,19;72,17;76,04;60,53;70,16;75,96;43,42;53,93;100,00;69,80;62,88;54,57;65,39;62,88;67,23;50,24;52,04;39,92;54,76;48,36;57,28;;;;;;;;;;;;;62,33;46,28;52,51
K5100433;5100433;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;152;Indonesia Barat;KABUPATEN;URBAN;100,00;46,81;956;47;20,34;24;Ada;Ada;10;1;26;342;100;10,46;77,20;52,28;41,53;47,96;80,65;47,43;54,61;54,77;49,71;48,09;49,38;85,18;82,67;56,71;56,61;67,07;45,31;52,99;60,46;64,57;47,50;69,30;60,84;69,85;79,21;47,21;62,40;62,87;62,88;54,57;71,03;62,88;60,20;67,43;55,33;48,24;76,22;64,07;45,28;;;;;;;;;;;;;52,20;39,37;62,48
K5100431;5100431;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;152;Indonesia Barat;KABUPATEN;RURAL;100,00;66,67;345;27;12,78;15;Ada;Ada;4;1;12;116;51;14,78;62,85;43,84;75,78;51,61;46,35;74,14;58,56;66,99;75,96;71,40;100,00;75,39;55,63;72,40;69,83;59,94;76,88;63,64;86,62;90,22;66,87;94,19;89,28;87,53;87,01;62,09;92,75;69,29;59,82;85,71;81,91;59,82;64,65;72,72;56,58;61,28;58,33;100,00;59,91;;;;;;;;;;;;;62,04;58,74;54,04
K5100432;5100432;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;152;Indonesia Barat;KABUPATEN;URBAN;100,00;50,00;323;24;13,46;14;Ada;Ada;10;1;11;90;207;64,09;66,04;43,84;45,94;62,23;42,11;63,87;40,91;52,63;71,73;75,91;78,39;33,85;28,95;62,23;56,61;44,85;68,67;68,60;82,13;60,43;76,04;85,70;87,49;69,85;91,03;32,95;88,00;69,80;57,66;93,27;76,78;57,66;71,50;73,94;68,42;46,04;49,51;71,77;57,28;;;;;;;;;;;;;52,20;63,14;50,27
K5100430;5100430;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;101;Indonesia Barat;KABUPATEN;RURAL;100,00;21,05;117;19;6,16;6;Ada;Ada;5;1;5;40;72;61,54;62,78;56,94;51,91;58,37;46,35;66,78;44,69;71,54;75,96;92,20;69,08;75,39;55,63;52,60;46,48;52,80;64,92;56,17;60,20;100,00;59,43;67,97;58,35;79,30;77,12;46,80;92,75;59,28;47,72;71,57;47,18;47,72;61,80;61,16;56,58;55,57;51,91;53,18;88,34;;;;;;;;;;;;;49,76;40,18;65,80
K5100426;5100426;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Ya;455;Indonesia Barat;KABUPATEN;RURAL;100,00;50,00;123;16;7,69;14;Ada;Ada;19;1;6;39;32;26,02;67,56;43,84;51,67;62,23;64,37;67,21;64,62;63,87;64,52;55,03;78,39;85,18;59,62;34,31;70,04;75,03;61,80;62,99;77,48;72,17;61,57;85,70;70,16;63,81;91,03;71,38;79,15;74,34;67,36;68,85;76,78;67,36;51,74;55,70;47,73;43,93;61,00;71,77;69,62;;;;;;;;;;;;;62,33;63,14;59,61
K5100429;5100429;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Ya;455;Indonesia Barat;KABUPATEN;RURAL;100,00;23,53;74;17;4,35;6;Ada;Ada;8;0;6;19;25;33,78;53,66;56,94;87,23;71,14;80,65;57,28;45,65;56,91;82,02;86,31;59,93;85,18;82,67;94,48;83,90;75,03;94,69;50,56;77,48;72,17;55,25;57,10;70,16;83,94;91,03;53,93;79,15;88,20;68,77;79,74;59,70;68,77;60,20;73,94;68,42;26,08;76,22;53,18;85,70;;;;;;;;;;;;;67,47;63,14;62,48
K5100427;5100427;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Ya;455;Indonesia Barat;KABUPATEN;RURAL;100,00;14,29;78;7;11,14;4;Tidak ada;Ada;1;0;3;23;16;20,51;23,82;52,28;;47,96;32,39;70,72;45,65;50,58;53,94;61,70;35,41;61,76;48,00;;40,30;38,33;61,80;65,70;70,19;52,61;98,47;57,10;87,49;75,96;62,87;47,21;79,15;52,87;52,36;93,27;59,70;52,36;57,17;41,29;76,72;;38,02;43,63;50,47;;;;;;;;;;;;;74,61;35,16;57,09
K6100215;6100215;SMA/SMK/MA;MA;S;;Tidak;265;Indonesia Tengah;KABUPATEN;URBAN;;;;;;;;;;;;;;;77,68;51,89;62,05;51,61;52,57;58,82;49,17;56,02;;57,71;42,81;56,27;26,86;;55,54;46,28;62,81;43,83;61,47;59,35;58,00;56,53;58,12;57,78;48,87;41,43;59,50;46,11;48,30;66,43;46,75;48,30;57,88;51,30;43,34;;55,03;58,01;59,57;;;;;;;;;;;;;61,35;33,18;58,17
K5100541;5100541;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;137;Indonesia Tengah;KABUPATEN;URBAN;97,70;36,78;1160;87;13,33;34;Ada;Ada;15;1;33;398;401;34,57;80,41;47,91;70,64;62,23;80,65;63,87;50,13;59,05;82,02;75,91;35,41;71,73;51,81;46,54;56,61;75,03;68,67;65,70;100,00;72,17;98,47;85,70;87,49;69,85;91,03;71,38;100,00;55,09;62,88;100,00;59,70;62,88;67,23;61,48;86,13;58,17;68,03;58,21;69,62;;;;;;;;;;;;;62,33;63,14;54,76
K6100213;6100213;SMA/SMK/MA;MA;S;;Tidak;137;Indonesia Tengah;KABUPATEN;URBAN;;;;;;;;;;;;;;;67,91;29,29;;45,06;34,97;44,95;53,47;53,61;37,12;41,33;46,63;64,32;52,63;47,19;56,93;39,55;45,08;53,74;53,85;56,96;59,43;39,85;49,65;66,99;55,49;36,88;42,19;47,56;;52,83;32,42;;43,99;55,94;35,89;;51,91;53,18;59,91;;;;;;;;;;;;;39,48;36,05;51,89
K5100540;5100540;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;043;Indonesia Tengah;KABUPATEN;RURAL;100,00;28,00;384;25;15,36;13;Ada;Ada;3;1;13;116;122;31,77;72,42;36,57;62,05;71,14;55,40;60,53;59,35;63,87;64,52;75,91;99,17;100,00;59,62;92,97;56,61;99,90;58,36;57,85;73,67;72,17;61,57;69,30;77,16;63,81;91,03;71,38;100,00;55,09;;74,37;65,39;;60,20;73,94;49,69;;61,00;71,77;85,70;;;;;;;;;;;;;67,47;100,00;54,76
K5100539;5100539;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;105;Indonesia Tengah;KABUPATEN;RURAL;100,00;31,43;535;35;15,29;24;Ada;Ada;4;1;17;209;241;45,05;77,68;61,88;51,91;65,56;61,46;97,00;58,56;86,35;68,65;80,16;82,71;90,21;62,43;52,60;69,83;59,94;94,45;63,64;97,54;100,00;86,44;94,19;89,28;99,02;100,00;74,17;81,56;81,95;51,70;85,71;81,91;51,70;71,42;72,72;89,11;67,50;79,96;83,57;88,34;;;;;;;;;;;;;86,59;58,74;56,46
K5100406;5100406;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;159;Indonesia Timur;KABUPATEN;RURAL;100,00;47,83;728;46;15,83;25;Ada;Ada;2;1;24;231;163;22,39;66,47;67,41;41,53;71,14;55,40;74,66;40,91;66,64;96,06;100,00;99,17;100,00;51,81;37,99;46,48;75,03;94,69;50,56;82,13;52,61;52,50;85,70;87,49;75,96;91,03;47,21;100,00;74,34;67,27;85,56;63,14;67,27;63,49;93,97;68,42;47,74;100,00;58,21;50,47;;;;;;;;;;;;;62,33;100,00;47,94
K5100411;5100411;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;159;Indonesia Timur;KABUPATEN;RURAL;85,71;0,00;41;7;5,86;6;Ada;Ada;2;2;3;8;0;0,00;77,36;37,15;47,73;65,56;52,57;58,82;49,17;56,02;53,37;48,35;42,81;63,49;55,99;52,49;55,54;62,39;54,06;52,80;58,17;78,37;55,05;59,96;58,12;57,78;36,13;41,43;64,41;55,86;54,60;47,08;52,13;54,60;54,94;55,94;38,09;47,24;55,03;58,01;59,57;;;;;;;;;;;;;61,35;33,18;60,14
K5100402;5100402;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;185;Indonesia Timur;KABUPATEN;RURAL;98,55;50,72;1126;69;16,32;36;Ada;Ada;26;1;30;386;251;22,29;80,47;52,28;69,21;31,44;38,29;70,29;34,68;66,99;49,23;92,20;61,01;41,08;62,43;52,60;83,16;59,94;94,45;84,77;97,54;100,00;100,00;94,19;62,63;99,02;69,57;53,41;92,75;93,41;64,13;85,71;81,91;64,13;56,63;47,23;100,00;50,25;92,16;58,21;50,04;;;;;;;;;;;;;86,59;58,74;56,46
K5100404;5100404;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;185;Indonesia Timur;KABUPATEN;RURAL;100,00;25,00;210;16;13,13;8;Ada;Ada;7;1;8;70;97;46,19;62,63;52,28;42,48;58,37;72,92;63,36;48,90;44,96;68,65;71,40;61,01;90,21;44,46;72,40;56,93;67,18;83,91;51,31;79,51;100,00;43,63;48,14;54,00;72,94;62,70;53,41;67,79;81,95;43,74;77,92;47,18;43,74;56,63;61,16;43,34;37,61;51,91;83,57;88,34;;;;;;;;;;;;;72,85;58,74;54,04
K5100409;5100409;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;437;Indonesia Timur;KABUPATEN;RURAL;100,00;9,52;248;21;11,81;10;Ada;Ada;6;1;8;78;71;28,63;80,25;47,72;52,86;51,61;38,29;55,31;44,69;48,26;53,37;56,85;42,81;35,22;49,09;46,97;46,06;64,42;71,48;52,80;55,04;100,00;55,05;67,97;46,00;48,82;63,79;53,41;69,73;78,79;36,12;66,96;46,75;36,12;57,88;43,57;75,55;47,24;45,86;43,22;48,94;;;;;;;;;;;;;65,22;36,05;69,30
K5100401;5100401;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;194;Indonesia Timur;KABUPATEN;URBAN;97,83;32,61;760;46;16,52;23;Ada;Ada;6;1;23;243;180;23,68;76,31;42,10;70,64;82,94;80,65;74,66;59,35;87,42;96,06;86,31;99,17;71,73;51,81;51,52;100,00;99,90;77,19;55,42;100,00;72,17;76,04;100,00;87,49;95,19;91,03;71,38;72,87;74,34;68,77;93,27;83,04;68,77;71,50;73,94;76,72;73,32;76,22;100,00;45,28;;;;;;;;;;;;;67,47;63,14;54,76
K5100412;5100412;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;194;Indonesia Timur;KABUPATEN;URBAN;95,83;33,33;244;24;10,17;9;Ada;Ada;7;1;9;93;85;34,84;74,72;47,91;87,23;54,72;64,37;70,72;40,91;61,37;96,06;86,31;78,39;71,73;51,81;51,52;56,61;67,07;54,53;71,87;66,98;72,17;76,04;69,30;87,49;95,19;91,03;53,93;100,00;79,98;62,88;100,00;76,78;62,88;60,20;55,70;86,13;53,06;68,03;53,18;69,62;;;;;;;;;;;;;52,20;63,14;83,12
